   3.00000E-02   9.92833E+04   4.09798E-16   3.06301E+02   1.14511E+01  -1.14197E+06   5.35157E-22
   9.00000E-02   1.00000E+05   4.13346E-16   3.07704E+02   7.58990E+00  -4.71134E+05   5.37330E-22
   1.50000E-01   9.90333E+04   3.90991E-16   2.94046E+02   7.94536E+00   3.83302E+05   5.31876E-22
   2.10000E-01   9.87167E+04   3.93228E-16   2.96000E+02   5.51576E+00  -4.39407E+05   5.31389E-22
   2.70000E-01   1.00917E+05   4.02187E-16   2.95973E+02   4.03914E+00  -3.98377E+05   5.43545E-22
   3.30000E-01   1.00550E+05   4.03509E-16   2.97694E+02   3.24554E+00  -2.49409E+05   5.42180E-22
   3.90000E-01   9.80667E+04   3.94270E-16   2.98787E+02   5.27598E+00  -4.63499E+05   5.27828E-22
   4.50000E-01   1.00583E+05   4.03885E-16   3.00690E+02   1.63014E+00   1.97935E+04   5.37279E-22
   5.10000E-01   1.01233E+05   4.10569E-16   3.02856E+02   9.32765E+00   2.78337E+05   5.42264E-22
   5.70000E-01   1.01833E+05   4.12948E-16   3.00317E+02   6.26661E-01  -3.20464E+03   5.50016E-22
   6.30000E-01   9.99833E+04   4.02288E-16   2.99154E+02   9.13303E+00  -3.77860E+05   5.37901E-22
   6.90000E-01   1.00633E+05   4.05953E-16   2.98424E+02   6.26913E+00  -1.41969E+05   5.44129E-22
   7.50000E-01   1.01783E+05   4.12172E-16   3.00728E+02   1.75067E+00   2.04389E+05   5.48233E-22
   8.10000E-01   9.89000E+04   4.05025E-16   3.05146E+02   3.76783E+00  -2.81002E+05   5.30926E-22
   8.70000E-01   9.92833E+04   3.99628E-16   2.98965E+02   2.28654E+00   2.09278E+04   5.34682E-22
   9.30000E-01   1.01250E+05   4.13215E-16   3.03017E+02   8.03158E+00   8.99651E+05   5.45468E-22
   9.90000E-01   9.69250E+04   3.78975E-16   2.90051E+02   8.27078E+00   5.79817E+05   5.22633E-22
