   3.00000E-02   9.81000E+04   3.91590E-16   2.96646E+02   8.80236E+00  -8.34497E+05   5.28023E-22
   9.00000E-02   9.96833E+04   4.06839E-16   3.04351E+02   5.48728E+00  -1.91165E+05   5.34698E-22
   1.50000E-01   1.01100E+05   4.10392E-16   3.00761E+02   3.25513E+00   4.46426E+04   5.45805E-22
   2.10000E-01   9.89167E+04   4.00088E-16   3.02114E+02   6.35561E+00   5.29382E+05   5.29719E-22
   2.70000E-01   9.91167E+04   3.97721E-16   2.97445E+02   3.22122E+00   2.77931E+05   5.34849E-22
   3.30000E-01   9.71000E+04   3.87608E-16   2.95412E+02   5.74445E+00   5.00268E+05   5.24837E-22
   3.90000E-01   1.00533E+05   4.09345E-16   3.02312E+02   4.09486E+00  -3.54416E+05   5.41620E-22
   4.50000E-01   1.01933E+05   4.14811E-16   3.03150E+02   7.76606E+00  -5.95791E+05   5.47335E-22
   5.10000E-01   1.00450E+05   4.08050E-16   3.01699E+02   3.02942E+00   7.04689E+04   5.41003E-22
   5.70000E-01   1.02583E+05   4.12176E-16   2.97431E+02   2.60019E+00   1.97996E+05   5.54315E-22
   6.30000E-01   9.93000E+04   3.98741E-16   2.97490E+02   2.89259E+00  -3.02808E+05   5.36141E-22
   6.90000E-01   9.98667E+04   4.01883E-16   2.98077E+02   2.76365E+00  -8.61091E+04   5.39301E-22
   7.50000E-01   1.01400E+05   4.09499E-16   3.00361E+02   2.53419E+00   1.99909E+05   5.45343E-22
   8.10000E-01   1.01167E+05   4.09840E-16   3.00996E+02   7.25853E+00  -5.59226E+05   5.44644E-22
   8.70000E-01   1.00400E+05   3.99905E-16   2.96784E+02   4.66664E+00  -3.47327E+05   5.38986E-22
   9.30000E-01   9.99333E+04   4.10478E-16   3.04875E+02   2.82342E+00   2.18803E+05   5.38552E-22
   9.90000E-01   9.76250E+04   3.88460E-16   2.97387E+02   4.29277E+00   8.05215E+03   5.22498E-22
