   3.00000E-02   9.85667E+04   3.91529E-16   2.97162E+02   1.32732E+00  -2.46639E+05   5.27025E-22
   9.00000E-02   9.89667E+04   4.06871E-16   3.05141E+02   7.81186E+00  -2.80886E+05   5.33355E-22
   1.50000E-01   1.00550E+05   4.23041E-16   3.12026E+02   5.50007E+00   4.64394E+05   5.42316E-22
   2.10000E-01   9.84500E+04   4.03245E-16   3.03246E+02   1.11906E+01  -9.48522E+05   5.31904E-22
   2.70000E-01   9.97667E+04   3.99490E-16   2.98101E+02   4.80803E-01  -1.13760E+05   5.36047E-22
   3.30000E-01   1.00700E+05   4.08440E-16   3.01162E+02   3.18863E+00  -7.91205E+04   5.42485E-22
   3.90000E-01   1.01283E+05   4.02866E-16   2.95867E+02   5.55881E+00  -2.80144E+05   5.44659E-22
   4.50000E-01   9.89833E+04   3.96884E-16   2.97904E+02   1.99660E+00  -2.26897E+05   5.32902E-22
   5.10000E-01   1.01333E+05   4.03337E-16   2.95505E+02   4.98061E+00  -2.84693E+05   5.45962E-22
   5.70000E-01   9.99667E+04   4.11218E-16   3.03897E+02   4.86345E+00  -4.40850E+05   5.41259E-22
   6.30000E-01   9.73833E+04   3.95311E-16   3.01007E+02   5.79184E+00  -6.05825E+05   5.25319E-22
   6.90000E-01   1.02333E+05   4.05111E-16   2.94365E+02   7.34729E+00   2.81209E+05   5.50488E-22
   7.50000E-01   9.85667E+04   4.06540E-16   3.07554E+02   1.09077E+00  -5.78002E+03   5.28739E-22
   8.10000E-01   1.00733E+05   4.03453E-16   2.96343E+02   2.34646E+00  -1.09804E+05   5.44576E-22
   8.70000E-01   1.02083E+05   4.09953E-16   2.99656E+02   7.31966E+00   8.14179E+05   5.47232E-22
   9.30000E-01   1.03033E+05   4.13878E-16   2.97251E+02   3.58727E+00   3.48659E+05   5.56941E-22
   9.90000E-01   9.59500E+04   3.70153E-16   2.87635E+02   1.12496E+01   7.82661E+05   5.14754E-22
