   3.00000E-02   9.74167E+04   3.90360E-16   2.98118E+02   1.14799E+01  -8.74393E+05   5.23765E-22
   9.00000E-02   1.02900E+05   4.18609E-16   3.02089E+02   2.62572E+00   3.31269E+05   5.54285E-22
   1.50000E-01   9.94833E+04   4.04147E-16   3.02390E+02   3.20253E+00   2.29912E+05   5.34604E-22
   2.10000E-01   1.03133E+05   4.20425E-16   3.02141E+02   1.08445E+01  -2.42041E+05   5.56595E-22
   2.70000E-01   1.02750E+05   4.17435E-16   3.02697E+02   4.42738E+00   3.82767E+04   5.51621E-22
   3.30000E-01   9.94333E+04   4.01910E-16   3.00784E+02   8.28823E+00  -6.68202E+05   5.34482E-22
   3.90000E-01   9.84667E+04   3.93718E-16   2.97655E+02   1.03809E+01   8.50490E+05   5.29092E-22
   4.50000E-01   1.01733E+05   4.14470E-16   3.02067E+02   4.78973E+00  -5.53940E+04   5.48845E-22
   5.10000E-01   9.91333E+04   4.09412E-16   3.06517E+02   3.47213E+00  -2.36985E+04   5.34276E-22
   5.70000E-01   9.84000E+04   4.00881E-16   3.03065E+02   7.16033E+00  -5.84037E+05   5.29102E-22
   6.30000E-01   1.02300E+05   4.07671E-16   2.93483E+02   1.23748E+00  -1.55399E+05   5.55631E-22
   6.90000E-01   1.00567E+05   4.03293E-16   2.97662E+02   1.96432E+00   1.71700E+05   5.41948E-22
   7.50000E-01   1.00867E+05   4.10870E-16   3.00863E+02   9.88195E+00  -1.61530E+05   5.46257E-22
   8.10000E-01   9.86500E+04   3.94250E-16   2.95815E+02   5.72859E+00  -5.86618E+05   5.33104E-22
   8.70000E-01   9.90500E+04   3.93436E-16   2.94654E+02   3.37744E+00  -8.15283E+04   5.34099E-22
   9.30000E-01   9.95167E+04   4.01914E-16   2.99972E+02   6.81644E+00  -4.67640E+05   5.35936E-22
   9.90000E-01   9.43000E+04   3.71063E-16   2.94049E+02   1.91833E+01   1.57317E+06   5.04765E-22
