   3.00000E-02   9.83500E+04   3.99379E-16   3.03364E+02   1.27232E+01  -1.02163E+06   5.26600E-22
   9.00000E-02   9.91167E+04   3.96171E-16   2.97412E+02   4.57343E+00   5.29761E+05   5.32825E-22
   1.50000E-01   9.87833E+04   3.94613E-16   2.95626E+02   2.92312E+00   3.20165E+04   5.33935E-22
   2.10000E-01   1.02600E+05   4.23235E-16   3.06177E+02   6.07974E+00  -7.23373E+04   5.52929E-22
   2.70000E-01   1.00550E+05   4.08685E-16   3.03027E+02   5.94204E+00  -6.95758E+05   5.39470E-22
   3.30000E-01   9.85167E+04   3.96501E-16   2.99080E+02   3.42039E+00   7.50749E+04   5.30295E-22
   3.90000E-01   1.02017E+05   4.10180E-16   2.99396E+02   3.48415E+00   2.61665E+05   5.48010E-22
   4.50000E-01   1.00983E+05   4.14204E-16   3.03588E+02   1.09246E+01  -1.16842E+06   5.45745E-22
   5.10000E-01   9.97500E+04   4.03661E-16   3.01241E+02   7.34234E-01   6.05111E+04   5.35998E-22
   5.70000E-01   1.00000E+05   4.01075E-16   2.98302E+02   5.39199E+00  -4.78814E+05   5.37811E-22
   6.30000E-01   1.00150E+05   4.09043E-16   3.03910E+02   3.48328E+00  -1.76573E+05   5.38375E-22
   6.90000E-01   9.94000E+04   3.93798E-16   2.93564E+02   8.23686E+00   4.89672E+05   5.36575E-22
   7.50000E-01   9.99167E+04   3.90487E-16   2.92637E+02   6.32506E+00   6.97680E+05   5.33749E-22
   8.10000E-01   9.83500E+04   3.95848E-16   2.98802E+02   3.63652E+00  -2.35510E+05   5.29915E-22
   8.70000E-01   1.02017E+05   4.15382E-16   3.02720E+02   8.82511E+00  -5.24077E+05   5.48866E-22
   9.30000E-01   9.96000E+04   4.02731E-16   2.99266E+02   3.69950E+00  -9.23910E+04   5.38293E-22
   9.90000E-01   9.98500E+04   4.04195E-16   3.00547E+02   5.40800E+00   4.22188E+05   5.37946E-22
