   3.00000E-02   9.70000E+04   3.94647E-16   3.02033E+02   4.93109E+00  -4.28749E+05   5.22653E-22
   9.00000E-02   1.01950E+05   4.10370E-16   2.98537E+02   1.05698E+01  -9.06476E+05   5.49841E-22
   1.50000E-01   1.00833E+05   4.01911E-16   2.97206E+02   7.95867E+00   7.03923E+05   5.40918E-22
   2.10000E-01   9.88167E+04   4.07347E-16   3.04770E+02   2.72727E+00   2.04699E+05   5.34628E-22
   2.70000E-01   1.00683E+05   4.09014E-16   3.02924E+02   4.58939E+00  -3.71522E+05   5.40087E-22
   3.30000E-01   9.92500E+04   3.91528E-16   2.93797E+02   2.69071E+00   2.76361E+05   5.33059E-22
   3.90000E-01   9.88667E+04   3.96949E-16   2.98547E+02   5.47763E+00   8.21195E+04   5.31841E-22
   4.50000E-01   9.89000E+04   4.01108E-16   3.01989E+02   5.95369E+00  -6.00525E+05   5.31288E-22
   5.10000E-01   1.00533E+05   4.10914E-16   3.04119E+02   4.07911E+00  -3.16673E+05   5.40465E-22
   5.70000E-01   1.00800E+05   4.08181E-16   3.00961E+02   1.06828E+01   9.07531E+05   5.42504E-22
   6.30000E-01   1.01367E+05   3.98981E-16   2.92540E+02   1.80501E+00   1.38356E+05   5.45541E-22
   6.90000E-01   1.02917E+05   4.11915E-16   2.98599E+02   9.68710E+00   3.47727E+05   5.51797E-22
   7.50000E-01   9.87833E+04   3.99425E-16   3.01687E+02   1.97532E+00  -1.71143E+05   5.29588E-22
   8.10000E-01   9.96500E+04   4.00943E-16   2.98052E+02   6.72566E+00   1.76614E+05   5.38085E-22
   8.70000E-01   9.84667E+04   3.97317E-16   3.00447E+02   7.05267E+00   6.42491E+05   5.28968E-22
   9.30000E-01   1.01550E+05   4.21799E-16   3.07997E+02   3.83667E+00   3.25554E+05   5.47797E-22
   9.90000E-01   9.94500E+04   3.93846E-16   2.95728E+02   1.31357E+01   1.02254E+06   5.32714E-22
