-0 -0.104528 -0.207912 -0.309017 -0.406737 -0.5 -0.587785 -0.669131 -0.743145 -0.809017 -0.866025 -0.913545 -0.951057 -0.978148 -0.994522 -1 -0.994522 -0.978148 -0.951057 -0.913545 -0.866025 -0.809017 -0.743145 -0.669131 -0.587785 -0.5 -0.406737 -0.309017 -0.207912 -0.104528 -1.22461e-16 
0.104528 -0.00749084 -0.111089 -0.204071 -0.31016 -0.404317 -0.479022 -0.563386 -0.630754 -0.715688 -0.770268 -0.810621 -0.84774 -0.867628 -0.898887 -0.907372 -0.904477 -0.896523 -0.879928 -0.838357 -0.788833 -0.744119 -0.685155 -0.626855 -0.553243 -0.479719 -0.40099 -0.335312 -0.262143 -0.20949 -0.20949 
0.207912 0.0912142 -0.0252883 -0.116878 -0.201356 -0.292486 -0.3764 -0.438401 -0.521196 -0.610622 -0.655311 -0.698991 -0.729165 -0.768989 -0.804987 -0.820728 -0.817285 -0.802732 -0.793662 -0.754374 -0.724149 -0.678944 -0.638475 -0.582888 -0.525856 -0.455413 -0.406268 -0.35461 -0.303215 -0.270384 -0.270384 
0.309017 0.18252 0.081334 -0.00541562 -0.0792007 -0.178108 -0.279186 -0.341382 -0.429162 -0.483985 -0.546534 -0.582312 -0.648774 -0.679507 -0.715259 -0.724129 -0.727646 -0.723747 -0.713861 -0.684794 -0.670349 -0.629212 -0.584092 -0.539866 -0.500018 -0.452114 -0.404929 -0.364618 -0.341181 -0.318055 -0.318055 
0.406737 0.312887 0.178998 0.117783 -0.000507516 -0.0976238 -0.185424 -0.261117 -0.326969 -0.369241 -0.434456 -0.508295 -0.549182 -0.601523 -0.61337 -0.637189 -0.644945 -0.649817 -0.642862 -0.628758 -0.603973 -0.576206 -0.552452 -0.514971 -0.472039 -0.439124 -0.40627 -0.377852 -0.358023 -0.341897 -0.341897 
0.5 0.381278 0.289019 0.210884 0.090415 -0.00236141 -0.0975159 -0.175715 -0.232412 -0.274376 -0.354985 -0.416047 -0.465331 -0.50188 -0.531229 -0.56248 -0.57522 -0.574288 -0.578056 -0.568889 -0.536862 -0.534338 -0.516318 -0.490959 -0.451961 -0.424509 -0.404217 -0.385798 -0.370721 -0.360172 -0.360172 
0.587785 0.487259 0.396805 0.293375 0.174413 0.0863708 -0.0170722 -0.0868862 -0.136169 -0.199002 -0.273171 -0.318463 -0.389737 -0.408912 -0.443106 -0.478408 -0.505669 -0.515016 -0.514483 -0.505287 -0.50195 -0.494199 -0.479705 -0.458515 -0.439561 -0.417499 -0.401795 -0.389053 -0.377861 -0.368765 -0.368765 
0.669131 0.569523 0.49039 0.377943 0.288748 0.183444 0.0736385 0.00530486 -0.0620295 -0.120971 -0.169049 -0.234377 -0.30092 -0.339154 -0.382871 -0.409798 -0.428562 -0.449654 -0.453322 -0.451113 -0.455523 -0.456125 -0.450836 -0.439263 -0.424528 -0.405788 -0.398235 -0.389863 -0.381819 -0.3749 -0.3749 
0.743145 0.648596 0.567969 0.450377 0.330485 0.2279 0.144077 0.0796149 -0.00353454 -0.0650517 -0.105492 -0.16837 -0.218237 -0.258906 -0.303286 -0.332255 -0.354733 -0.379718 -0.401727 -0.408604 -0.405224 -0.414583 -0.417028 -0.416631 -0.40912 -0.401707 -0.390286 -0.382883 -0.379591 -0.375569 -0.375569 
0.809017 0.711958 0.621443 0.514128 0.418717 0.313413 0.215479 0.138631 0.0691685 0.0248731 -0.0354947 -0.0957767 -0.163199 -0.207322 -0.251377 -0.259926 -0.290943 -0.321503 -0.351111 -0.359601 -0.37322 -0.383496 -0.385178 -0.392441 -0.39231 -0.389456 -0.383632 -0.376451 -0.37538 -0.373578 -0.373578 
0.866025 0.783473 0.657254 0.567018 0.486883 0.398567 0.288857 0.203574 0.13929 0.0851948 -0.00279284 -0.0434452 -0.078828 -0.136701 -0.180886 -0.196523 -0.231435 -0.270722 -0.313851 -0.329405 -0.348742 -0.358168 -0.365842 -0.372098 -0.377096 -0.375798 -0.376324 -0.373262 -0.37244 -0.371382 -0.371382 
0.913545 0.794923 0.689729 0.611276 0.538045 0.434333 0.344131 0.264832 0.174479 0.11113 0.0204851 0.000462501 -0.0551873 -0.0931492 -0.130893 -0.162547 -0.185194 -0.241907 -0.271214 -0.294545 -0.321537 -0.332951 -0.345816 -0.352867 -0.364632 -0.367183 -0.368754 -0.368199 -0.368462 -0.368635 -0.368635 
0.951057 0.854737 0.724257 0.642837 0.540267 0.466177 0.396307 0.314592 0.230593 0.153679 0.0964476 0.0245669 -0.0241079 -0.0638295 -0.0972941 -0.135668 -0.177193 -0.207088 -0.249482 -0.276532 -0.300181 -0.320602 -0.328725 -0.341406 -0.350427 -0.357019 -0.359946 -0.362752 -0.36493 -0.366024 -0.366024 
0.978148 0.840189 0.762421 0.664299 0.578027 0.495616 0.422185 0.312702 0.248898 0.193196 0.127708 0.05345 0.00277024 -0.0325763 -0.0665897 -0.113588 -0.143761 -0.183285 -0.21487 -0.256761 -0.282694 -0.30429 -0.321378 -0.33492 -0.343188 -0.351819 -0.356003 -0.359863 -0.362086 -0.363262 -0.363262 
0.994522 0.891334 0.791452 0.673451 0.575684 0.516197 0.416038 0.326607 0.243834 0.194423 0.10979 0.0765731 0.0232788 -0.00905007 -0.0366203 -0.0841683 -0.123461 -0.15973 -0.201237 -0.236632 -0.267228 -0.29849 -0.313111 -0.325414 -0.33635 -0.348779 -0.351321 -0.356672 -0.360215 -0.361833 -0.361833 
1 0.891501 0.783273 0.677975 0.590117 0.510846 0.401943 0.323929 0.234339 0.16745 0.135763 0.0759074 0.0267503 0.00698 -0.029931 -0.0801145 -0.118511 -0.148939 -0.194865 -0.225874 -0.261105 -0.289741 -0.30524 -0.319892 -0.33355 -0.345479 -0.353252 -0.356103 -0.359759 -0.361434 -0.361434 
0.994522 0.867674 0.797079 0.660568 0.585411 0.51165 0.407222 0.323512 0.243775 0.178412 0.13707 0.086651 0.0301707 -0.0159366 -0.046319 -0.0890502 -0.1213 -0.163342 -0.191772 -0.223019 -0.259007 -0.286079 -0.301801 -0.320355 -0.338011 -0.347072 -0.354433 -0.358025 -0.360373 -0.362147 -0.362147 
0.978148 0.855565 0.770045 0.665438 0.5572 0.49821 0.376847 0.285188 0.222772 0.161004 0.119828 0.0585614 0.0121269 -0.0288823 -0.0634438 -0.105169 -0.136407 -0.174704 -0.207079 -0.240481 -0.270654 -0.294202 -0.311161 -0.325453 -0.339801 -0.351888 -0.357039 -0.360362 -0.362722 -0.363905 -0.363905 
0.951057 0.809714 0.732796 0.616027 0.524426 0.429187 0.343365 0.266309 0.175162 0.116278 0.0854631 0.0232625 -0.0198852 -0.0573475 -0.1016 -0.139292 -0.162135 -0.211224 -0.232799 -0.269222 -0.289272 -0.310496 -0.325767 -0.340215 -0.349408 -0.355132 -0.362374 -0.365674 -0.365365 -0.366068 -0.366068 
