   9.5884242E-01     9.4104410E-01  
   9.5698581E-01     9.3123212E-01  
   9.5512921E-01     9.2142014E-01  
   9.5327260E-01     9.1160815E-01  
   9.5141599E-01     9.0179617E-01  
   9.4955938E-01     8.9198419E-01  
   9.4770277E-01     8.8217220E-01  
   9.4584616E-01     8.7236022E-01  
   9.4398955E-01     8.6254824E-01  
   9.4213294E-01     8.5273626E-01  
   9.4027634E-01     8.4292427E-01  
   9.3841973E-01     8.3311229E-01  
   9.3656312E-01     8.2330031E-01  
   9.3470651E-01     8.1348832E-01  
   9.3284990E-01     8.0367634E-01  
   9.3099329E-01     7.9386436E-01  
   9.2913668E-01     7.8405237E-01  
   9.2728007E-01     7.7424039E-01  
   9.2542347E-01     7.6442841E-01  
   9.2356686E-01     7.5461643E-01  
   9.2171025E-01     7.4480444E-01  
   9.1985364E-01     7.3499246E-01  
   9.1838773E-01     7.2724527E-01  
   9.1692181E-01     7.1949807E-01  
   9.1545590E-01     7.1175088E-01  
   9.1398999E-01     7.0400368E-01  
   9.1252408E-01     6.9625649E-01  
   9.1105816E-01     6.8850930E-01  
   9.0959225E-01     6.8076210E-01  
   9.0812634E-01     6.7301491E-01  
   9.0666043E-01     6.6526771E-01  
   9.0519451E-01     6.5752052E-01  
   9.0372860E-01     6.4977333E-01  
   9.0226269E-01     6.4202613E-01  
   9.0079678E-01     6.3427894E-01  
   8.9933086E-01     6.2653174E-01  
   8.9786495E-01     6.1878455E-01  
   8.9639904E-01     6.1103736E-01  
   8.9493313E-01     6.0329016E-01  
   8.9346721E-01     5.9554297E-01  
   8.9200130E-01     5.8779577E-01  
   8.9053539E-01     5.8004858E-01  
   8.8906948E-01     5.7230139E-01  
   8.8760356E-01     5.6455419E-01  
   8.8613765E-01     5.5680700E-01  
   8.8467174E-01     5.4905981E-01  
   8.8320583E-01     5.4131261E-01  
   8.8173991E-01     5.3356542E-01  
   8.8027400E-01     5.2581822E-01  
   8.7880809E-01     5.1807103E-01  
   8.7734218E-01     5.1032384E-01  
   8.7587626E-01     5.0257664E-01  
   8.7441035E-01     4.9482945E-01  
   8.7294444E-01     4.8708225E-01  
   8.7147853E-01     4.7933506E-01  
   8.7001262E-01     4.7158787E-01  
   8.6854670E-01     4.6384067E-01  
   8.6708079E-01     4.5609348E-01  
   8.6561488E-01     4.4834628E-01  
   8.6414897E-01     4.4059909E-01  
   8.6268305E-01     4.3285190E-01  
   8.6121714E-01     4.2510470E-01  
   8.5975123E-01     4.1735751E-01  
   8.5828532E-01     4.0961031E-01  
   8.5681940E-01     4.0186312E-01  
   8.5535349E-01     3.9411593E-01  
   8.5388758E-01     3.8636873E-01  
   8.5242167E-01     3.7862154E-01  
   8.5095575E-01     3.7087435E-01  
   8.4948984E-01     3.6312715E-01  
   8.4802393E-01     3.5537996E-01  
   8.4655802E-01     3.4763276E-01  
   8.4509210E-01     3.3988557E-01  
   8.4362619E-01     3.3213838E-01  
   8.4216028E-01     3.2439118E-01  
   8.4069437E-01     3.1664399E-01  
   8.3922845E-01     3.0889679E-01  
   8.3776254E-01     3.0114960E-01  
   8.3629663E-01     2.9340241E-01  
   8.3483072E-01     2.8565521E-01  
   8.3336480E-01     2.7790802E-01  
   8.3189889E-01     2.7016082E-01  
   8.3043298E-01     2.6241363E-01  
   8.2896707E-01     2.5466644E-01  
   8.2750115E-01     2.4691924E-01  
   8.2603524E-01     2.3917205E-01  
   8.2456933E-01     2.3142485E-01  
   8.2310342E-01     2.2367766E-01  
   8.2163750E-01     2.1593047E-01  
   8.2017159E-01     2.0818327E-01  
   8.1870568E-01     2.0043608E-01  
   8.1723977E-01     1.9268889E-01  
   8.1577385E-01     1.8494169E-01  
   8.1430794E-01     1.7719450E-01  
   8.1284203E-01     1.6944730E-01  
   8.1137612E-01     1.6170011E-01  
   8.0991020E-01     1.5395292E-01  
   8.0844429E-01     1.4620572E-01  
