   8.3770930E-01     1.6246947E-02  
   8.4033693E-01     2.3602072E-03  
   8.4341115E-01     1.3886739E-02  
   8.4603801E-01     2.7769416E-02  
   8.4833843E-01     3.9926915E-02  
   8.5058626E-01     5.1806471E-02  
   8.5282085E-01     6.3616006E-02  
   8.5505543E-01     7.5425542E-02  
   8.5729001E-01     8.7235077E-02  
   8.5952460E-01     9.9044613E-02  
   8.6175721E-01     1.1084373E-01  
   8.6398982E-01     1.2264286E-01  
   8.6622243E-01     1.3444198E-01  
   8.6831830E-01     1.4551841E-01  
   8.7041417E-01     1.5659485E-01  
   8.7251003E-01     1.6767128E-01  
   8.7460590E-01     1.7874772E-01  
   8.7670177E-01     1.8982416E-01  
   8.7879763E-01     2.0090059E-01  
   8.8089350E-01     2.1197703E-01  
   8.8298937E-01     2.2305347E-01  
   8.8508523E-01     2.3412990E-01  
   8.8718110E-01     2.4520634E-01  
   8.8927697E-01     2.5628277E-01  
   8.9137283E-01     2.6735921E-01  
   8.9346870E-01     2.7843565E-01  
   8.9556457E-01     2.8951208E-01  
   8.9766043E-01     3.0058852E-01  
   8.9967511E-01     3.1123586E-01  
   9.0168681E-01     3.2186752E-01  
   9.0369852E-01     3.3249917E-01  
   9.0571022E-01     3.4313083E-01  
   9.0772193E-01     3.5376248E-01  
   9.0973364E-01     3.6439414E-01  
   9.1174534E-01     3.7502579E-01  
   9.1375705E-01     3.8565744E-01  
   9.1576875E-01     3.9628910E-01  
   9.1773899E-01     4.0670158E-01  
   9.1970922E-01     4.1711406E-01  
   9.2167945E-01     4.2752653E-01  
   9.2364969E-01     4.3793901E-01  
   9.2559850E-01     4.4823827E-01  
   9.2754731E-01     4.5853753E-01  
   9.2949612E-01     4.6883679E-01  
   9.3144493E-01     4.7913604E-01  
   9.3339374E-01     4.8943530E-01  
   9.3534255E-01     4.9973456E-01  
   9.3729136E-01     5.1003382E-01  
   9.3924017E-01     5.2033308E-01  
   9.4118898E-01     5.3063233E-01  
   9.4313779E-01     5.4093159E-01  
   9.4508660E-01     5.5123085E-01  
   9.4703541E-01     5.6153011E-01  
   9.4898422E-01     5.7182936E-01  
   9.5093303E-01     5.8212862E-01  
   9.5288184E-01     5.9242788E-01  
   9.5483065E-01     6.0272714E-01  
   9.5669709E-01     6.1259109E-01  
   9.5856353E-01     6.2245503E-01  
   9.6042998E-01     6.3231898E-01  
   9.6229642E-01     6.4218293E-01  
   9.6416286E-01     6.5204688E-01  
   9.6602930E-01     6.6191082E-01  
   9.6789574E-01     6.7177477E-01  
   9.6976218E-01     6.8163872E-01  
   9.7162862E-01     6.9150266E-01  
   9.7349507E-01     7.0136661E-01  
   9.7536151E-01     7.1123056E-01  
   9.7722795E-01     7.2109451E-01  
   9.7909439E-01     7.3095845E-01  
   9.8096083E-01     7.4082240E-01  
   9.8282727E-01     7.5068635E-01  
   9.8469371E-01     7.6055030E-01  
   9.8656016E-01     7.7041424E-01  
   9.8842660E-01     7.8027819E-01  
   9.9029304E-01     7.9014214E-01  
   9.9215948E-01     8.0000609E-01  
   9.9402592E-01     8.0987003E-01  
   9.9589236E-01     8.1973398E-01  
   9.9775880E-01     8.2959793E-01  
   9.9962525E-01     8.3946188E-01  
   9.9813356E-01     8.5130636E-01  
   9.9626712E-01     8.6117031E-01  
   9.9440068E-01     8.7103426E-01  
   9.9253423E-01     8.8089821E-01  
   9.9066779E-01     8.9076215E-01  
   9.8880135E-01     9.0062610E-01  
   9.8693491E-01     9.1049005E-01  
   9.8506847E-01     9.2035400E-01  
   9.8320391E-01     9.3020798E-01  
   9.8133936E-01     9.4006196E-01  
   9.7947480E-01     9.4991594E-01  
   9.7761024E-01     9.5976993E-01  
   9.7574569E-01     9.6962391E-01  
   9.7388113E-01     9.7947789E-01  
   9.7201658E-01     9.8933188E-01  
   9.7015202E-01     9.9918586E-01  
   9.6813341E-01     9.9014602E-01  
   9.6626886E-01     9.8029203E-01  
   9.6441225E-01     9.7048005E-01  
   9.6255564E-01     9.6066807E-01  
   9.6069903E-01     9.5085609E-01  
