2 16.7158 0.031174
6 39.019 0.0727149
10 51.4379 0.0773506
14 58.7597 0.0615479
18 63.5217 0.0946704
22 67.6065 0.117347
26 71.2707 0.0958277
30 73.5246 0.0868577
34 75.693 0.0745055
38 77.0413 0.058354
42 78.5679 0.0746632
46 79.3556 0.0933797
50 80.1372 0.135418
54 81.313 0.172333
58 81.7229 0.175939
62 82.2051 0.193689
66 83.3433 0.160374
70 84.2558 0.147286
74 84.5209 0.173035
78 84.8301 0.151128
82 85.2806 0.144138
86 85.2306 0.179809
90 86.0776 0.184416
94 86.8297 0.170851
98 87.2731 0.191569
102 88.148 0.209444
106 89.4146 0.224197
110 89.9679 0.222085
114 90.2112 0.191932
118 90.9379 0.224614
122 90.916 0.166966
126 91.4566 0.159104
130 91.3202 0.207936
134 92.0921 0.201651
138 92.3858 0.204541
142 92.694 0.16447
146 92.1401 0.152932
150 92.9247 0.181775
154 92.5397 0.236619
158 92.8585 0.162129
162 92.4932 0.243421
166 93.321 0.268438
170 93.2377 0.25827
174 94.0531 0.177583
178 94.165 0.171634
182 95.5473 0.168392
186 95.3483 0.139026
190 94.7424 0.110361
194 94.8728 0.0862639
198 95.8079 0.129306
