60

C -1.45025 0.448191 3.73631
C -0.019489 -3.8976 -0.521048
C 1.09363 1.64715 3.52977
C -2.98935 -1.13244 -2.36253
C 0.496583 0.0090577 3.89828
C -0.766582 1.22488 -3.64319
C -0.980724 3.25427 -2.08695
C 3.65601 -0.840711 -1.22217
C 2.15083 -2.99291 -1.38882
C 2.23637 3.153 -0.665819
C -1.01893 -3.42099 1.68081
C -0.627416 -1.3133 -3.65046
C 3.66588 1.3812 -0.501356
C -2.88711 1.20021 2.39011
C 3.38412 -0.90194 1.85742
C -2.86014 1.6241 -2.21524
C -2.10861 0.83247 -3.24507
C -3.63494 -0.282562 -1.57881
C -3.63702 1.04057 -1.20013
C 3.09904 2.48804 0.304741
C 2.81836 1.66953e-13 2.78366
C -3.41742 1.95059 -0.0914368
C -0.715675 3.60748 1.54815
C -2.50865 3.06549 -0.317724
C 0.915183 3.8507 -0.214628
C 3.31417 3.30543e-10 -2.24936
C 2.69951 2.4541 1.61006
C 1.51402 -2.67377 -2.54804
C 1.12313 2.50386 -2.82149
C 4.94066e-323 0 5.12642
C -1.00179 -3.79722 0.447278
C -2.53503 -1.15961 2.85335
C -0.418806 -2.88921 2.69475
C -0.444237 3.77725 -0.791053
C -3.1796 -0.164097 2.37867
C 2.29154 2.54575 -2.03368
C 0.528349 2.65664 2.97229
C 0.661726 3.72505 1.18248
C -1.71712 1.604 3.11528
C 1.24148 -3.70173 -0.601208
C 1.99684 4.75394e-45 3.51763
C -0.420988 -1.88269 3.47029
C 2.63377 9.27673e-21 -3.43933
C -0.285888 2.54138 -3.17803
C 0.385566 -2.24181 -3.23432
C 3.88821 0.00024573 1.02507
C -1.41196 3.71145 0.336524
C 4.01942 6.74314e-18 -0.271371
C 3.22216 1.44965 -1.88826
C 3.30971 -1.96976 0.895211
C 3.2391 -2.24996 -0.592221
C -2.01401 -0.63631 -3.38253
C -2.30434 2.80924 -1.65421
C -1.43188 -0.992588 3.62918
C -3.24726 1.83621 1.27717
C 1.44213 2.96779 2.02761
C 2.90134 1.31666 2.30543
C -0.872206 2.67466 2.73383
C 0.00156331 1.4018e-217 -3.8395
C 1.3693 5.88708e-84 -3.855
