-3.997389999999999759e+02 -6.662316666666666443e+00 -3.992590000000000146e+02 -6.654316666666667324e+00 -3.984390000000000214e+02 -6.640649999999999942e+00 -4.005360000000000014e+02 -6.675600000000000200e+00 -4.025350000000000250e+02 -6.708916666666667084e+00
-3.998870000000000005e+02 -6.664783333333333282e+00 -4.035520000000000209e+02 -6.725866666666666660e+00 -4.027909999999999968e+02 -6.713183333333333280e+00 -3.977110000000000127e+02 -6.628516666666667057e+00 -3.999789999999999850e+02 -6.666316666666666002e+00
-4.018159999999999741e+02 -6.696933333333332961e+00 -4.025849999999999795e+02 -6.709749999999999659e+00 -4.084359999999999786e+02 -6.807266666666666133e+00 -4.079870000000000232e+02 -6.799783333333333957e+00 -4.120219999999999914e+02 -6.867033333333333545e+00
-4.046970000000000027e+02 -6.744950000000000223e+00 -3.987500000000000000e+02 -6.645833333333333037e+00 -3.932049999999999841e+02 -6.553416666666666224e+00 -3.978720000000000141e+02 -6.631200000000000649e+00 -4.020480000000000018e+02 -6.700800000000000090e+00
-4.033809999999999718e+02 -6.723016666666666197e+00 -4.018539999999999850e+02 -6.697566666666666002e+00 -4.041929999999999836e+02 -6.736549999999999372e+00 -3.947900000000000205e+02 -6.579833333333334089e+00 -3.988310000000000173e+02 -6.647183333333333444e+00
-3.959230000000000018e+02 -6.598716666666666342e+00 -3.881089999999999804e+02 -6.468483333333333363e+00 -3.862280000000000086e+02 -6.437133333333333596e+00 -3.705539999999999736e+02 -6.175899999999999501e+00 -3.857459999999999809e+02 -6.429100000000000037e+00
-3.953659999999999854e+02 -6.589433333333333032e+00 -3.958100000000000023e+02 -6.596833333333333549e+00 -3.999599999999999795e+02 -6.665999999999999481e+00 -3.993809999999999718e+02 -6.656349999999999767e+00 -4.021999999999999886e+02 -6.703333333333333144e+00
-4.028229999999999791e+02 -6.713716666666666555e+00 -4.096129999999999995e+02 -6.826883333333332970e+00 -4.069510000000000218e+02 -6.782516666666666971e+00 -3.973720000000000141e+02 -6.622866666666666902e+00 -4.041870000000000118e+02 -6.736450000000000493e+00
-4.066909999999999741e+02 -6.778183333333332783e+00 -3.984750000000000227e+02 -6.641250000000000320e+00 -4.013589999999999804e+02 -6.689316666666666578e+00 -4.113589999999999804e+02 -6.855983333333332652e+00 -4.084979999999999905e+02 -6.808300000000000018e+00
-4.016990000000000123e+02 -6.694983333333333952e+00 -4.049019999999999868e+02 -6.748366666666666625e+00 -4.053140000000000214e+02 -6.755233333333333867e+00 -4.023779999999999859e+02 -6.706299999999999706e+00 -4.046229999999999905e+02 -6.743716666666666804e+00
-3.699340000000000259e+02 -6.165566666666666862e+00 -3.793720000000000141e+02 -6.322866666666667079e+00 -3.756739999999999782e+02 -6.261233333333333206e+00 -3.810360000000000014e+02 -6.350600000000000023e+00 -3.861460000000000150e+02 -6.435766666666666858e+00
