60

C 3.57572 1.62744e-05 1.2838
C 2.15018 2.27853 2.04944
C 0.585209 1.65918e-26 4.18145
C -1.8787 -1.14268 -2.90155
C -0.522085 -1.26601 -3.34237
C 1.08074 -3.36631 0.865589
C -0.503076 3.63899 0.203647
C -2.63053 2.48118 -0.0586769
C 0.303023 -3.0882 -1.85344
C -1.45744 0.667214 3.28318
C 0.734764 -1.17329 3.36035
C -2.15162 -2.16066 -1.97318
C -3.0986 -1.42993 1.25361
C 0.966033 2.96295 1.82103
C 2.94334 0.762795 -2.24192
C 3.76677 5.18795e-10 -2.99143
C -2.3562 0.159893 -2.77016
C -0.166369 0.155354 -3.49799
C 2.72476 -1.40741 -1.95513
C 2.07033 -1.38138 2.64885
C -3.33732 1.33969 0.48837
C 2.85749 2.07896 0.936251
C 1.70818 3.06823 -0.753774
C 3.62684 0.0219102 -0.0783727
C -2.95043 -1.93687 -0.873151
C -0.109922 2.79867 -2.31415
C 1.25934 2.63439 -2.13887
C 1.77278 1.40956 -2.73899
C -3.48011 -0.99638 -0.0527648
C -1.82543 -0.654242 3.13351
C 0.916816 7.45965e-44 5.50407
C -1.38437 2.62697 2.0077
C -0.0987776 1.1168 3.47836
C -1.25062 1.00336 -3.16515
C 0.863203 3.448 0.415542
C -2.13007 1.56228 2.50469
C 2.3927 1.21389 2.83973
C -3.0506 0.82228 -1.70235
C -1.68064 3.13991 0.725801
C -3.59226 0.344897 -0.467081
C 2.72358 3.99888e-12 2.32698
C -2.91372 -0.492844 2.2389
C 0.900892 -3.49731 -0.5857
C -0.715675 -1.55119 3.12304
C 3.2686 1.05313 -0.976369
C 0.587177 -2.08991 -2.92044
C -0.0300975 -3.23575 1.67916
C -1.08407 -2.5897 2.23253
C 2.82104 2.22668 -0.371402
C 1.2354 0.180359 -3.35573
C -2.45853 2.14742 -1.48292
C -1.33731 2.20786 -2.4748
C 1.73943 -1.19642 -2.93229
C -0.11138 2.37602 2.6702
C -1.08304 -2.98936 -1.74362
C 2.97089 -2.07342 0.457011
C 3.30553 -1.28384 -0.658227
C -3.08177 0.860114 1.78516
C -2.2043 -2.4179 1.49467
C 2.18223 -2.48672 1.53851
