60

C -0.773105 2.44359 -2.46366
C -0.109739 3.73018 -0.284972
C -1.42468 -1.65886 -2.98756
C 0.429836 3.02123 2.13139
C -2.52276 -1.57707 -2.06889
C 2.71464 2.21364 -0.705955
C 2.84114 -1.70494 -1.77743
C 3.77313 0.0087973 -0.371399
C 0.909481 -2.25448 -2.87195
C 2.66444e-05 2.15307e-07 3.41197
C 1.72993 2.26767 1.85519
C -3.22834 1.30498 0.983477
C 2.89268 -1.37594 1.96333
C -2.15153 0.503354 -2.94937
C -3.70093 -0.0773852 -0.933381
C -0.78389 2.4173 2.6823
C 0.517912 -2.52297 2.83026
C 3.13587 0.929169 -1.17486
C 0.230562 0.147254 -3.57454
C -3.47322 1.17926 -0.427789
C -0.503335 -3.66653 0.962793
C -2.78449 -2.51342 1.64235
C -1.00395 3.23056 -1.17046
C 2.54416 0.629375 -2.3821
C -0.731408 -3.22432 -1.4666
C -1.9172 3.00823 2.14371
C -0.468684 -2.54307 -2.64077
C 1.41954 0.000231126 3.09675
C -2.80314 2.0558 -1.29861
C -3.02028 -0.264192 -2.13732
C -2.18667 2.92437 -0.395327
C 2.32089 2.79337 -1.94991
C 1.17744 -0.95541 -3.44473
C 0.354783 1.5561 -3.08614
C 2.8804 -2.04067 0.703579
C 2.31083 2.49127 0.588144
C 1.79499 -2.68643 -1.79454
C 2.14461 0.944587 2.31586
C -3.28017 -1.21354 1.30164
C -1.77041 -3.40687 1.53399
C -0.044516 -3.72259 -0.381887
C -0.978423 1.04289 3.14051
C 0.733861 -3.21975 1.61875
C 0.00694418 -1.40469 3.46529
C -1.1498 -0.347789 -3.41447
C -2.25792 0.527483 2.89372
C 1.7425 1.757 -2.74174
C 0.141281 3.86535 1.0562
C -2.48353 2.56299 0.957102
C -3.00874 0.113547 1.8258
C 3.17667 0.00690675 1.85146
C 2.1331 -1.20377 3.11798
C 4.14653 0.000139133 0.950183
C 2.46563 -0.724534 -2.79994
C -3.02033 -2.14473 -0.964459
C 1.33204 -3.42914 -0.669875
C -3.5927 -1.26402 -0.0865012
C -2.04425 1.76191 -2.42728
C 1.827 -3.05868 0.660542
C 3.46323 -1.399 -0.500739
