100 78.8976
200 -194.898
300 -275.454
400 -299.994
500 -298.505
600 -296.925
700 -296.244
800 -283.274
900 -301.669
1000 -292.073
1100 -302.264
1200 -302.79
1300 -309.452
1400 -303.655
1500 -315.1
1600 -295.043
1700 -297.738
1800 -301.437
1900 -293.262
2000 -308.023
2100 -308.445
2200 -268.119
2300 -275.448
2400 -297.726
2500 -307.051
2600 -301.292
2700 -319.219
2800 -290.476
2900 -305.832
3000 -324.619
3100 -277.849
3200 -316.338
3300 -311.345
3400 -311.375
3500 -324.428
3600 -294.629
3700 -303.399
3800 -309.033
3900 -314.635
4000 -316.535
4100 -313.351
4200 -328.535
4300 -305.089
4400 -323.233
4500 -297.136
4600 -329.148
4700 -310.217
4800 -312.876
4900 -315.293
5000 -310.039
5100 -320.371
5200 -300.08
5300 -322.101
5400 -321.663
5500 -307.869
5600 -306.86
5700 -306.612
5800 -307.378
5900 -308.108
6000 -312.882
6100 -324.602
6200 -312.508
6300 -322.649
6400 -323.437
6500 -330.676
6600 -318.077
6700 -331.953
6800 -313.818
6900 -328.085
7000 -324.709
7100 -322.624
7200 -318.341
7300 -321.33
7400 -326.991
7500 -320.894
7600 -335.283
7700 -324.584
7800 -317.638
7900 -309.069
8000 -326.821
8100 -329.674
8200 -321.806
8300 -325.661
8400 -325.603
8500 -325.846
8600 -321.472
8700 -310.884
8800 -321.461
8900 -326.718
9000 -336.095
9100 -331.281
9200 -336.783
9300 -327.236
9400 -323.822
9500 -334.188
9600 -334.615
9700 -326.352
9800 -330.916
9900 -334.682
10000 -334.087
10100 -332.734
10200 -333.267
10300 -337.339
10400 -329.526
10500 -336.92
10600 -331.298
10700 -328.208
10800 -325.109
10900 -326.737
11000 -323.61
11100 -328.333
11200 -336.933
11300 -341.768
11400 -327.483
11500 -336.919
11600 -335.146
11700 -335.576
11800 -335.324
11900 -332.58
12000 -335.094
12100 -336.072
12200 -341.857
12300 -320.079
12400 -334.114
12500 -332.431
12600 -336.37
12700 -335.645
12800 -339.146
12900 -336.147
13000 -334.27
13100 -342.586
13200 -342.466
13300 -328.652
13400 -343.115
13500 -342.686
13600 -345.123
13700 -345.748
13800 -350.346
13900 -342.812
14000 -350.063
14100 -350.802
14200 -357.789
14300 -348.344
14400 -342.032
14500 -339.184
14600 -344.938
14700 -356.828
14800 -353.014
14900 -355.155
15000 -364.924
15100 -335.708
15200 -333.57
15300 -333.729
15400 -335.063
15500 -351.639
15600 -347.834
15700 -352.332
15800 -343.841
15900 -351.742
