60

C 3.26375 -1.51316 -0.874081
C 0.56488 0.00636609 -3.72396
C 1.53285 0.836379 -3.30368
C -1.55104 -1.656 2.91008
C 1.31156 2.10895 -2.7571
C 3.65283 0.00166146 -0.701282
C -2.08448 -0.305775 3.05988
C -1.81706 -2.61412 1.84988
C -0.83649 2.05554 2.99415
C 2.36647 -2.15826 -1.84965
C -3.34011 1.56043 0.282725
C 0.691547 3.45107 -1.22003
C 2.07092 2.96393 -0.841109
C 0.589133 1.89977 3.22284
C 2.6838 -2.03125 1.56427
C -0.224805 -1.33926 3.42101
C -2.44231 2.62913 0.808659
C 3.6463 3.96178e-06 0.755259
C -0.524701 3.49337 1.1181
C -0.775094 -3.4475 1.15217
C 0.659099 -1.3236 -3.4029
C -2.252 2.54568 -1.50158
C -3.00349 0.131345 2.17247
C 1.95408 -1.28984 -2.86392
C -3.27315 0.130392 -1.71827
C -0.326113 3.68059 -0.239742
C -1.8121 -1.40189 -2.90961
C 3.10553 -0.682159 1.90123
C 3.11681 0.748586 -1.76555
C 3.29891 1.4204 0.893794
C 0.710175 -3.4573 1.09337
C -1.44875 2.80717 1.94588
C -3.57328 0.215888 0.952846
C 0.79036 -2.12009 2.96758
C -2.40967 -2.15189 -1.80694
C -1.64762 1.15311 -3.12294
C 1.27236 0.689386 3.43359
C -3.32238 -1.23448 -1.12933
C -1.20294 2.40746 -2.5387
C 2.79342 -2.42701 0.203377
C 0.168152 2.80296 -2.42535
C -2.35424 -0.049053 -2.87728
C -2.85155 -2.12201 1.0508
C 1.6522 -3.31937 -0.0265438
C 2.46715 4.29777e-06 -2.76251
C 2.77887 2.51353 0.268145
C 1.53619 -2.6969 2.02396
C -3.50907 -1.14701 0.291501
C -1.17082 0.698093 3.46373
C 1.81274e-16 2.51953e-30 3.72639
C 2.48213 2.04858 -1.86974
C -1.70398 3.27408 -0.552117
C 1.34369 -3.13316 -1.46579
C -1.33833 -3.13948 -1.44657
C 2.38149 8.89282e-07 2.9078
C -0.00419171 -3.08094 -2.03388
C -0.482463 -2.06205 -3.055
C -1.1881 -3.51984 -0.132775
C -3.19416 1.47773 -1.16396
C -0.572421 0.580517 -3.58881
