60

C -1.26298 -3.40032 0.48778
C -1.35411 -0.448739 -3.33907
C -1.26492 -2.07011 2.70252
C 0.938494 -2.16711 2.77023
C 2.92034 -1.34593 1.7953
C 1.08839 -3.48268 0.423663
C -3.37826 1.17125 -0.893635
C -0.771173 2.92865 -2.09255
C -2.75792 2.00191 1.35677
C 0.519556 2.70376 2.48492
C 0.478626 3.40476 1.21598
C -0.163887 -1.43623 3.35429
C 1.83289 2.12063 2.39331
C -1.61126 2.79473 1.74983
C 0.462275 2.39149 -2.71561
C -3.10897 0.678583 1.80544
C -1.62456 1.90023 -2.61161
C 3.33976 1.26848 0.748513
C 0.354206 1.16735 -3.42696
C -0.0924758 -3.66266 -0.347286
C 1.73243 2.51766 -2.08189
C -1.02364 0.87991 -3.37294
C -3.00876 -1.72286 1.17051
C 1.11436 -2.51364 -2.40194
C -3.21074 -1.22006 -1.2597
C 0.636152 -3.10204 1.7598
C 7.27063e-27 1.76996e-45 3.5697
C 1.95677 -1.27147 2.83934
C -0.795295 -3.06525 1.79546
C 2.98685 -0.997381 -1.87624
C -0.810898 -1.66672 -3.19644
C 2.33839 0.807294 2.67028
C 2.4199 2.3617e-05 -2.70273
C 1.19527 1.02051e-05 -3.41222
C 2.24409 -2.85069 -0.254143
C -3.65175 -0.168607 -0.48398
C 1.64555 3.19177 0.460667
C 2.89577 -2.15727 0.721682
C -2.46532 -2.38682 -1.29133
C -0.867056 3.49166 0.638802
C 3.17507 0.000326459 1.69
C 2.58565 2.40599 1.20546
C -2.72779 1.38333 -2.0392
C -1.14018 0.89177 3.34732
C -2.99158 2.02576 0.0388391
C 3.53731 7.11852e-05 -1.00674
C -0.800531 2.24534 2.82349
C -2.33214 0.130928 2.83755
C 2.33804 -2.30183 -1.62541
C 1.44434 4.03964e-13 3.33927
C 1.65288 3.13822 -0.858362
C -1.31548 -2.61539 -2.20724
C 2.6683 1.47644 -2.05702
C -3.57649 -0.377933 0.946796
C 0.630414 -1.40558 -3.32956
C -0.0228223 -3.21759 -1.76294
C -2.46944 -2.68131 0.162144
C -0.985012 3.48205 -0.781913
C -2.4135 -1.29033 2.45912
C 3.36444 1.29606 -0.747782
