3.62398 0.000462774 -0.551799
-1.83242 1.56278 2.7938
2.72018 2.09482 -1.42347
-0.0208983 3.09868 -1.99058
-2.49369 2.27283 -1.50394
1.78489 -3.1846 -0.295743
2.62746 -1.356 -2.20848
0.537887 -1.34863 -3.39101
-1.36742 0.392465 3.43686
2.3525 -1.462 2.42905
1.82884 0.664504 -3.18309
1.3116 5.94001e-11 3.50776
1.50068 2.45413 2.37246
-1.27227 -2.81921 1.97409
-0.929897 2.58933 2.49358
-3.57164 -0.918513 -0.32719
0.248261 -3.16351 1.91846
-3.12711 1.05502 -1.64856
2.53465 1.41848 2.30488
-1.12986 -2.55392 -2.40676
-1.51405 -0.132961 -3.34663
2.84867 2.38865 -0.0241286
-0.153596 -3.25776 -1.69993
2.43079 4.56041e-08 2.74478
0.444401 3.6423 0.450108
1.53664 -2.06903 -2.64912
-1.28414 -1.8306 2.95931
-2.9075 0.96549 2.01529
2.92249 -2.2633 0.0574023
2.34808e-14 7.75326e-37 3.68395
-0.907127 -1.45584 -3.27731
-3.6303 0.505287 -0.390356
3.59924 1.28282e-07 0.843706
3.28137 0.83303 -1.51984
-2.08785 -0.716349 2.95699
-1.69743 3.14935 -0.898314
-2.73351 -0.155108 -2.46402
-0.384908 0.932945 -3.54534
0.376349 2.18024 -2.94271
-3.05589 -1.3332 -1.60331
0.280986 3.12011 1.91523
-1.8784 -3.17275 -0.290011
3.20056 -1.36758 1.2508
1.09637 -2.22118 2.75451
0.712484 0.0151387 -3.60485
1.24314 -3.04727 -1.65113
-3.24054 -1.49149 0.969885
-3.38066 1.21492 0.773416
3.325 -1.32901 -0.952116
-2.23031 -2.52342 -1.51191
-0.540434 -3.62125 -0.351074
0.653798 -3.58738 0.557559
-0.0542562 -1.47454 3.37959
-3.06976 -0.51506 2.00676
3.23896 1.42145 1.05604
-0.384904 3.56957 -0.736768
-2.33274 -2.67616 0.976146
2.75893 0.000890828 -2.45688
1.77941 3.2291 0.26193
1.83321 1.91388 -2.54185
