60

C -2.8713 2.47847 -2.01395
C 0.865945 0.682909 4.26828
C -1.807 2.49018 -3.0042
C 3.72457 -2.18558 0.655213
C 4.34358 0.0440683 -0.260703
C 3.75084 -2.0077 -0.729635
C 3.285 2.7402 -0.635607
C 3.40186 0.027725 -2.66164
C -3.17711 2.24262 1.79964
C 1.85433 -3.3228 -2.00031
C -3.07149 -0.693787 -3.00377
C -0.341787 -2.83641 -3.23338
C -2.19993 0.0523974 -3.77812
C -0.749687 2.12013 3.64814
C -3.98666 -1.71993 0.00581612
C 3.12584 2.80464 0.673793
C 0.721928 -3.38165 -2.68987
C -3.04428 3.07207 -0.748474
C 1.81047 3.18381 -2.32861
C -2.48881 -1.98329 -2.9711
C 2.8956 -0.625862 3.16585
C -1.39421 -4.16138 -0.290529
C 2.47559 -0.405202 -3.63778
C 0.802376 -4.16873 1.03607
C 1.34051 0.333378 -4.09511
C 2.92726 2.51767 -1.91672
C 1.68172 2.79252 2.82664
C 2.92286 -2.63386 1.69807
C -0.00166582 0.000376879 -4.32632
C -2.10531 0.643775 3.71678
C -3.16784 2.85698 0.59072
C 4.00144 -0.663122 -1.42325
C 0.883469 2.73641 -3.25508
C -1.94739 1.32255 -3.66068
C -1.24826 -1.96155 -3.60725
C 1.969 -3.57932 1.36237
C -2.64196 -3.15641 1.42988
C 2.51138 -1.97085 2.90397
C -4.17953 -0.746564 -0.825292
C -0.483346 2.97121 -3.16612
C 2.61237 2.87727 1.89465
C 1.7407 1.61521 -3.62764
C -2.87786 1.4399 2.86379
C 0.293749 -1.28899 4.06035
C -3.21032 -2.78949 0.251076
C 4.13727 0.340196 1.03163
C -1.11466 -0.669293 -4.12549
C 2.96383 1.44028 -2.86729
C 2.91404 -2.88812 -1.34008
C -2.70425 -2.80654 -1.93681
C 3.63448 0.0965815 2.2668
C 0.503571 2.62056 3.44267
C -3.59764 1.2895 -1.98289
C 1.30236 -1.96354 3.59304
C -1.47646 -3.75156 1.72778
C -3.84048 -0.0749357 -1.99595
C -2.48132 -3.41759 -0.760005
C -0.561151 -4.23029 0.842479
C -1.02157 0.0958724 4.21786
C 1.94603 0.000304866 3.85688
